,fn,target
3791,007641.jpg,"(array([ 57, 124, 126, 197]), 3)"
3792,007643.jpg,"(array([ 24,  23, 447, 324]), 16)"
3793,007644.jpg,"(array([238, 324, 359, 479]), 16)"
3794,007645.jpg,"(array([  9,   2, 336, 452]), 14)"
3795,007646.jpg,"(array([171, 234, 316, 409]), 2)"
3796,007648.jpg,"(array([170,  32, 374, 293]), 15)"
3797,007651.jpg,"(array([256,   1, 499, 354]), 11)"
3798,007652.jpg,"(array([ 50,  15, 304, 497]), 15)"
3799,007658.jpg,"(array([ 41, 142, 349, 283]), 15)"
3800,007659.jpg,"(array([194, 107, 374, 189]), 12)"
3801,007660.jpg,"(array([  0,  63, 251, 464]), 4)"
3802,007661.jpg,"(array([ 45,   2, 374, 414]), 8)"
3803,007665.jpg,"(array([147, 154, 219, 379]), 7)"
3804,007669.jpg,"(array([ 29,  66, 374, 415]), 15)"
3805,007674.jpg,"(array([ 78,  19, 263, 488]), 6)"
3806,007676.jpg,"(array([ 46,  78, 332, 499]), 1)"
3807,007681.jpg,"(array([ 90,  44, 335, 393]), 3)"
3808,007684.jpg,"(array([179, 237, 215, 273]), 9)"
3809,007686.jpg,"(array([231, 149, 284, 185]), 19)"
3810,007689.jpg,"(array([  1, 221, 267, 499]), 15)"
3811,007690.jpg,"(array([ 14,  71, 247, 415]), 6)"
3812,007693.jpg,"(array([105, 132, 362, 447]), 7)"
3813,007695.jpg,"(array([  0,  56, 251, 343]), 15)"
3814,007698.jpg,"(array([141, 184, 209, 326]), 1)"
3815,007700.jpg,"(array([ 63,  69, 221, 169]), 15)"
3816,007701.jpg,"(array([174, 255, 273, 440]), 7)"
3817,007703.jpg,"(array([ 58, 110, 182, 240]), 12)"
3818,007706.jpg,"(array([ 58,  92, 333, 322]), 15)"
3819,007707.jpg,"(array([152,  28, 292, 138]), 3)"
3820,007708.jpg,"(array([275, 139, 374, 308]), 9)"
3821,007710.jpg,"(array([237,   7, 330, 119]), 2)"
3822,007711.jpg,"(array([172,  89, 320, 449]), 1)"
3823,007714.jpg,"(array([130, 165, 269, 328]), 7)"
3824,007716.jpg,"(array([121, 196, 318, 371]), 12)"
3825,007717.jpg,"(array([111,   3, 295, 471]), 5)"
3826,007719.jpg,"(array([205,   0, 404,  68]), 15)"
3827,007722.jpg,"(array([267,   2, 375, 262]), 11)"
3828,007725.jpg,"(array([208, 137, 348, 345]), 2)"
3829,007726.jpg,"(array([ 17,  21, 453, 323]), 19)"
3830,007728.jpg,"(array([ 73,  85, 333, 249]), 15)"
3831,007730.jpg,"(array([ 87,  14, 351, 207]), 3)"
3832,007733.jpg,"(array([203,  57, 381, 453]), 8)"
3833,007734.jpg,"(array([ 91,  30, 281, 276]), 7)"
3834,007737.jpg,"(array([197,  83, 435, 373]), 19)"
3835,007738.jpg,"(array([  0,   1, 499, 373]), 9)"
3836,007739.jpg,"(array([ 68,  84, 394, 372]), 15)"
3837,007741.jpg,"(array([197, 315, 252, 415]), 3)"
3838,007744.jpg,"(array([125, 237, 311, 286]), 5)"
3839,007747.jpg,"(array([292,   1, 374, 373]), 11)"
3840,007750.jpg,"(array([112,  96, 479, 293]), 13)"
3841,007752.jpg,"(array([105, 191, 233, 305]), 15)"
3842,007755.jpg,"(array([ 37,  89, 498, 373]), 15)"
3843,007756.jpg,"(array([276,   7, 374, 226]), 9)"
3844,007757.jpg,"(array([ 39,  14, 251, 482]), 7)"
3845,007759.jpg,"(array([  0,  67, 322, 269]), 15)"
3846,007761.jpg,"(array([ 17,   8, 307, 499]), 7)"
3847,007764.jpg,"(array([ 72,  97, 219, 442]), 19)"
3848,007766.jpg,"(array([100,  59, 281, 406]), 13)"
3849,007769.jpg,"(array([ 36,  71, 477, 224]), 15)"
3850,007770.jpg,"(array([  0,   0, 332, 372]), 15)"
3851,007771.jpg,"(array([127,   1, 165, 346]), 19)"
3852,007774.jpg,"(array([ 42,   0, 374, 383]), 13)"
3853,007778.jpg,"(array([ 85,   0, 331, 426]), 15)"
3854,007780.jpg,"(array([138,   1, 374, 466]), 18)"
3855,007782.jpg,"(array([  7,   4, 374, 338]), 15)"
3856,007783.jpg,"(array([  1,   0, 374, 488]), 14)"
3857,007784.jpg,"(array([ 10,   8, 223, 499]), 19)"
3858,007785.jpg,"(array([134,  90, 358, 255]), 15)"
3859,007787.jpg,"(array([ 54,  42, 268, 426]), 12)"
3860,007788.jpg,"(array([118,   4, 326, 493]), 4)"
3861,007789.jpg,"(array([124, 124, 193, 164]), 15)"
3862,007792.jpg,"(array([150,  69, 274, 128]), 14)"
3863,007794.jpg,"(array([163,  56, 386, 297]), 12)"
3864,007796.jpg,"(array([117,  67, 333, 497]), 19)"
3865,007797.jpg,"(array([127,  73, 332, 350]), 7)"
3866,007800.jpg,"(array([179, 238, 232, 407]), 7)"
3867,007801.jpg,"(array([251, 150, 374, 446]), 11)"
3868,007802.jpg,"(array([ 10,   1, 374, 499]), 12)"
3869,007804.jpg,"(array([  5,   0, 333, 499]), 19)"
3870,007805.jpg,"(array([  2, 120, 373, 353]), 13)"
3871,007806.jpg,"(array([211,  32, 369, 457]), 1)"
3872,007807.jpg,"(array([ 26,  29, 316, 455]), 7)"
3873,007808.jpg,"(array([137, 195, 370, 308]), 15)"
3874,007811.jpg,"(array([ 34,  53, 374, 464]), 15)"
3875,007816.jpg,"(array([168, 152, 224, 201]), 15)"
3876,007817.jpg,"(array([ 21,   1, 481, 387]), 15)"
3877,007818.jpg,"(array([183,   0, 243,  59]), 7)"
3878,007822.jpg,"(array([128, 237, 258, 310]), 15)"
3879,007823.jpg,"(array([ 81,  49, 367, 357]), 8)"
3880,007825.jpg,"(array([124,  27, 253, 476]), 1)"
3881,007827.jpg,"(array([  0,   0, 279, 332]), 12)"
3882,007828.jpg,"(array([ 42, 103, 276, 286]), 12)"
3883,007829.jpg,"(array([ 76,  81, 361, 332]), 8)"
3884,007830.jpg,"(array([ 33, 207, 373, 491]), 15)"
3885,007832.jpg,"(array([164,  80, 366, 240]), 9)"
3886,007835.jpg,"(array([237, 346, 331, 499]), 9)"
3887,007837.jpg,"(array([ 95,  64, 276, 480]), 1)"
3888,007839.jpg,"(array([ 46,  50, 320, 442]), 7)"
3889,007842.jpg,"(array([ 24,   0, 374, 497]), 20)"
3890,007844.jpg,"(array([ 30,   0, 315, 401]), 7)"
3891,007846.jpg,"(array([  0,   0, 332, 251]), 15)"
3892,007848.jpg,"(array([ 61, 210, 339, 425]), 14)"
3893,007849.jpg,"(array([165, 378, 279, 428]), 15)"
3894,007850.jpg,"(array([ 24, 104, 254, 472]), 4)"
3895,007851.jpg,"(array([ 90, 110, 277, 407]), 10)"
3896,007852.jpg,"(array([175,  25, 355, 499]), 19)"
3897,007858.jpg,"(array([ 44, 368, 160, 479]), 6)"
3898,007860.jpg,"(array([177,  77, 352, 325]), 2)"
3899,007861.jpg,"(array([ 27, 124, 183, 366]), 7)"
3900,007862.jpg,"(array([121, 110, 368, 499]), 18)"
3901,007866.jpg,"(array([  0,  15, 490, 333]), 7)"
3902,007867.jpg,"(array([ 49,   2, 286, 479]), 8)"
3903,007870.jpg,"(array([161,   0, 260, 418]), 1)"
3904,007871.jpg,"(array([ 61, 249, 374, 499]), 15)"
3905,007874.jpg,"(array([ 19, 163, 325, 321]), 13)"
3906,007875.jpg,"(array([ 42,  43, 474, 332]), 12)"
3907,007879.jpg,"(array([ 10, 108, 249, 468]), 12)"
3908,007880.jpg,"(array([ 53,  35, 267, 436]), 8)"
3909,007881.jpg,"(array([ 32,  13, 282, 499]), 19)"
3910,007882.jpg,"(array([ 86,  45, 271, 457]), 7)"
3911,007887.jpg,"(array([  1,   1, 324, 319]), 15)"
3912,007888.jpg,"(array([ 54, 259, 226, 427]), 15)"
3913,007891.jpg,"(array([ 23,  21, 364, 317]), 15)"
3914,007892.jpg,"(array([ 93, 173, 478, 301]), 15)"
3915,007893.jpg,"(array([278, 375, 354, 459]), 3)"
3916,007894.jpg,"(array([192, 284, 343, 471]), 17)"
3917,007895.jpg,"(array([ 58,   0, 374, 284]), 15)"
3918,007896.jpg,"(array([116,  45, 332, 236]), 15)"
3919,007903.jpg,"(array([142,  99, 374, 499]), 18)"
3920,007904.jpg,"(array([120,  88, 253, 139]), 15)"
3921,007906.jpg,"(array([ 59,  63, 282, 479]), 7)"
3922,007907.jpg,"(array([ 65,  38, 191, 265]), 12)"
3923,007912.jpg,"(array([ 77,  88, 289, 499]), 6)"
3924,007913.jpg,"(array([ 55, 241, 374, 499]), 16)"
3925,007917.jpg,"(array([ 99, 289, 374, 498]), 15)"
3926,007918.jpg,"(array([266,   0, 359,  71]), 2)"
3927,007922.jpg,"(array([244, 197, 311, 282]), 3)"
3928,007927.jpg,"(array([ 64,   0, 318, 477]), 7)"
3929,007929.jpg,"(array([194,  11, 389, 476]), 18)"
3930,007930.jpg,"(array([273, 204, 353, 421]), 12)"
3931,007934.jpg,"(array([151,  28, 372, 320]), 3)"
3932,007936.jpg,"(array([ 45,  22, 446, 476]), 3)"
3933,007937.jpg,"(array([230,  25, 372, 185]), 18)"
3934,007938.jpg,"(array([136,  16, 274, 288]), 8)"
3935,007941.jpg,"(array([  0,   0, 499, 404]), 15)"
3936,007942.jpg,"(array([ 28,  94, 254, 250]), 13)"
3937,007944.jpg,"(array([ 27,  24, 195, 499]), 6)"
3938,007945.jpg,"(array([112,  88, 282, 421]), 19)"
3939,007948.jpg,"(array([121,  76, 254, 484]), 7)"
3940,007949.jpg,"(array([156,   2, 343, 191]), 6)"
3941,007951.jpg,"(array([  0,   0, 266, 464]), 6)"
3942,007952.jpg,"(array([137, 222, 302, 332]), 4)"
3943,007955.jpg,"(array([120,  81, 364, 401]), 15)"
3944,007957.jpg,"(array([ 36,  90, 331, 379]), 15)"
3945,007960.jpg,"(array([144,  76, 278, 463]), 7)"
3946,007961.jpg,"(array([198, 192, 332, 499]), 7)"
3947,007962.jpg,"(array([ 22,   3, 374, 499]), 18)"
3948,007965.jpg,"(array([ 85,  17, 497, 331]), 15)"
3949,007966.jpg,"(array([ 94, 108, 348, 244]), 15)"
3950,007967.jpg,"(array([ 14,  62, 200, 123]), 15)"
3951,007969.jpg,"(array([123, 215, 381, 318]), 15)"
3952,007972.jpg,"(array([ 60,   3, 274, 287]), 13)"
3953,007973.jpg,"(array([114,  34, 206, 392]), 1)"
3954,007975.jpg,"(array([ 15,   0, 359, 367]), 13)"
3955,007977.jpg,"(array([ 27,  81, 374, 499]), 15)"
3956,007978.jpg,"(array([106, 246, 214, 326]), 15)"
3957,007981.jpg,"(array([ 95, 105, 331, 376]), 15)"
3958,007982.jpg,"(array([216,   0, 280, 451]), 20)"
3959,007983.jpg,"(array([114,   0, 435, 284]), 14)"
3960,007985.jpg,"(array([  0,   0, 296, 499]), 1)"
3961,007986.jpg,"(array([ 67,  56, 499, 290]), 15)"
3962,007988.jpg,"(array([ 36, 246, 373, 499]), 15)"
3963,007989.jpg,"(array([245,   1, 499, 304]), 11)"
3964,007990.jpg,"(array([ 69,   0, 298, 474]), 4)"
3965,007992.jpg,"(array([125, 217, 213, 346]), 7)"
3966,007993.jpg,"(array([ 94,   4, 249, 480]), 1)"
3967,007994.jpg,"(array([113, 223, 260, 321]), 15)"
3968,007995.jpg,"(array([114,  19, 217, 440]), 1)"
3969,008000.jpg,"(array([140, 106, 300, 233]), 10)"
3970,008003.jpg,"(array([ 82,  18, 288, 488]), 14)"
3971,008006.jpg,"(array([265,  21, 345, 143]), 7)"
3972,008007.jpg,"(array([  0, 138, 308, 459]), 2)"
3973,008010.jpg,"(array([ 82, 216, 219, 386]), 13)"
3974,008011.jpg,"(array([ 15,  26, 251, 270]), 8)"
3975,008013.jpg,"(array([ 78, 131, 371, 286]), 15)"
3976,008014.jpg,"(array([ 20, 228, 241, 374]), 15)"
3977,008015.jpg,"(array([ 95, 205, 272, 309]), 3)"
3978,008016.jpg,"(array([ 76,  21, 207, 449]), 1)"
3979,008018.jpg,"(array([123,   0, 337, 415]), 18)"
3980,008020.jpg,"(array([201,  11, 297, 136]), 7)"
3981,008021.jpg,"(array([ 13,  63, 499, 318]), 14)"
3982,008022.jpg,"(array([  9, 291, 332, 499]), 15)"
3983,008025.jpg,"(array([ 68,  71, 245, 271]), 12)"
3984,008027.jpg,"(array([118,   0, 409, 171]), 15)"
3985,008028.jpg,"(array([120,  82, 252, 244]), 3)"
3986,008030.jpg,"(array([ 76,  87, 233, 377]), 7)"
3987,008034.jpg,"(array([ 38, 244, 228, 414]), 15)"
3988,008035.jpg,"(array([368, 304, 474, 374]), 7)"
3989,008038.jpg,"(array([123, 288, 374, 385]), 15)"
3990,008039.jpg,"(array([181, 120, 267, 174]), 16)"
3991,008041.jpg,"(array([ 20,  24, 442, 374]), 9)"
3992,008045.jpg,"(array([  1, 234, 143, 462]), 11)"
3993,008046.jpg,"(array([155, 237, 360, 329]), 15)"
3994,008047.jpg,"(array([251,  84, 471, 288]), 20)"
3995,008050.jpg,"(array([147, 279, 249, 361]), 20)"
3996,008052.jpg,"(array([ 73, 238, 138, 337]), 7)"
3997,008054.jpg,"(array([ 87,   9, 302, 481]), 12)"
3998,008055.jpg,"(array([125, 304, 141, 323]), 1)"
3999,008056.jpg,"(array([159, 234, 200, 267]), 9)"
4000,008058.jpg,"(array([ 45,   0, 374, 135]), 15)"
4001,008059.jpg,"(array([ 50, 106, 202, 202]), 13)"
4002,008065.jpg,"(array([260,   1, 333, 499]), 19)"
4003,008066.jpg,"(array([  0, 269, 217, 398]), 3)"
4004,008070.jpg,"(array([ 33,   1, 499, 340]), 15)"
4005,008071.jpg,"(array([  1,   0, 499, 166]), 16)"
4006,008073.jpg,"(array([220, 193, 374, 469]), 11)"
4007,008074.jpg,"(array([126, 102, 435, 271]), 15)"
4008,008077.jpg,"(array([113,  50, 245, 499]), 18)"
4009,008078.jpg,"(array([258, 244, 348, 372]), 10)"
4010,008080.jpg,"(array([109,  85, 361, 478]), 15)"
4011,008081.jpg,"(array([122,  63, 286, 298]), 10)"
4012,008088.jpg,"(array([  2,  50, 374, 499]), 6)"
4013,008089.jpg,"(array([ 90, 339, 265, 469]), 8)"
4014,008090.jpg,"(array([173, 117, 346, 354]), 10)"
4015,008092.jpg,"(array([114, 386, 239, 499]), 19)"
4016,008094.jpg,"(array([ 79,   0, 369, 245]), 15)"
4017,008097.jpg,"(array([ 62, 163, 324, 354]), 3)"
4018,008099.jpg,"(array([  6, 139, 278, 224]), 4)"
4019,008102.jpg,"(array([113, 218, 289, 333]), 15)"
4020,008104.jpg,"(array([ 75,   0, 281, 457]), 1)"
4021,008109.jpg,"(array([131,  71, 308, 256]), 13)"
4022,008110.jpg,"(array([124,  45, 383, 264]), 9)"
4023,008111.jpg,"(array([ 21,  16, 294, 260]), 10)"
4024,008113.jpg,"(array([141, 158, 283, 319]), 11)"
4025,008114.jpg,"(array([188,  85, 358, 413]), 18)"
4026,008118.jpg,"(array([177, 277, 291, 488]), 3)"
4027,008119.jpg,"(array([412, 183, 472, 254]), 18)"
4028,008120.jpg,"(array([ 64,  61, 431, 324]), 15)"
4029,008123.jpg,"(array([108, 322, 148, 373]), 3)"
4030,008124.jpg,"(array([ 79, 223, 294, 489]), 13)"
4031,008126.jpg,"(array([ 25, 277, 315, 499]), 15)"
4032,008128.jpg,"(array([ 86,  84, 293, 348]), 2)"
4033,008129.jpg,"(array([125,  81, 318, 334]), 7)"
4034,008131.jpg,"(array([ 40, 294, 374, 497]), 15)"
4035,008133.jpg,"(array([137, 100, 343, 418]), 7)"
4036,008134.jpg,"(array([  7,  18, 146,  70]), 5)"
4037,008135.jpg,"(array([  1,   4, 373, 472]), 7)"
4038,008136.jpg,"(array([110,  20, 355, 461]), 7)"
4039,008143.jpg,"(array([180, 218, 253, 347]), 7)"
4040,008145.jpg,"(array([152,   0, 355, 403]), 4)"
4041,008146.jpg,"(array([380, 143, 470, 173]), 15)"
4042,008147.jpg,"(array([ 51,  48, 162, 233]), 13)"
4043,008148.jpg,"(array([ 31, 126, 374, 380]), 3)"
4044,008149.jpg,"(array([ 21,   1, 374, 411]), 12)"
4045,008152.jpg,"(array([ 91,  72, 320, 448]), 7)"
4046,008153.jpg,"(array([273,   1, 499, 370]), 11)"
4047,008154.jpg,"(array([122,   0, 265, 499]), 19)"
4048,008155.jpg,"(array([223,   0, 460, 218]), 18)"
4049,008156.jpg,"(array([ 96,  72, 313, 173]), 16)"
4050,008157.jpg,"(array([ 86, 260, 329, 402]), 15)"
4051,008158.jpg,"(array([ 80,   0, 374, 193]), 7)"
4052,008161.jpg,"(array([253,  65, 366, 236]), 7)"
4053,008162.jpg,"(array([162,   1, 373, 355]), 18)"
4054,008165.jpg,"(array([ 71,   1, 298, 354]), 19)"
4055,008167.jpg,"(array([126,  97, 270, 177]), 16)"
4056,008170.jpg,"(array([  0,   8, 373, 193]), 15)"
4057,008172.jpg,"(array([ 13,  56, 487, 478]), 15)"
4058,008176.jpg,"(array([136, 107, 320, 283]), 12)"
4059,008178.jpg,"(array([ 28,   7, 372, 458]), 9)"
4060,008179.jpg,"(array([  1,  81, 227, 379]), 20)"
4061,008181.jpg,"(array([  0,   0, 256, 311]), 12)"
4062,008182.jpg,"(array([ 29,  38, 247, 447]), 8)"
4063,008183.jpg,"(array([ 53,   9, 285, 301]), 13)"
4064,008184.jpg,"(array([365, 107, 499, 207]), 9)"
4065,008185.jpg,"(array([213,   0, 481, 311]), 16)"
4066,008187.jpg,"(array([ 91,   0, 322, 191]), 17)"
4067,008192.jpg,"(array([ 53, 150, 273, 280]), 15)"
4068,008193.jpg,"(array([ 95, 178, 215, 353]), 3)"
4069,008194.jpg,"(array([137,  48, 322, 420]), 19)"
4070,008195.jpg,"(array([ 77,   0, 375, 499]), 14)"
4071,008196.jpg,"(array([102, 205, 226, 425]), 9)"
4072,008198.jpg,"(array([ 28,   0, 332, 487]), 11)"
4073,008201.jpg,"(array([ 63,   1, 374, 237]), 12)"
4074,008205.jpg,"(array([ 68,  90, 180, 226]), 13)"
4075,008206.jpg,"(array([ 31, 118, 233, 303]), 16)"
4076,008207.jpg,"(array([242,   7, 397, 171]), 15)"
4077,008210.jpg,"(array([247,   2, 374, 292]), 11)"
4078,008212.jpg,"(array([205, 154, 244, 237]), 6)"
4079,008214.jpg,"(array([122, 111, 300, 346]), 3)"
4080,008215.jpg,"(array([201, 174, 403, 336]), 17)"
4081,008217.jpg,"(array([145,  43, 322, 336]), 4)"
4082,008219.jpg,"(array([ 97,  95, 159, 207]), 15)"
4083,008221.jpg,"(array([ 26,   1, 374, 498]), 2)"
4084,008227.jpg,"(array([136, 340, 332, 455]), 14)"
4085,008228.jpg,"(array([ 27,  24, 294, 322]), 13)"
4086,008230.jpg,"(array([ 71,  32, 321, 435]), 14)"
4087,008231.jpg,"(array([ 28,   3, 374, 499]), 7)"
4088,008233.jpg,"(array([ 49, 169, 369, 499]), 15)"
4089,008234.jpg,"(array([ 81,  11, 247, 191]), 19)"
4090,008237.jpg,"(array([ 34,  53, 203, 288]), 19)"
4091,008238.jpg,"(array([ 83,  64, 332, 386]), 15)"
4092,008239.jpg,"(array([ 42, 217, 268, 411]), 15)"
4093,008240.jpg,"(array([ 38,  99, 309, 286]), 8)"
4094,008242.jpg,"(array([ 40,   6, 372, 414]), 14)"
4095,008243.jpg,"(array([ 11,   0, 499, 294]), 3)"
4096,008245.jpg,"(array([212,  72, 374, 499]), 11)"
4097,008246.jpg,"(array([ 49,   7, 212, 176]), 6)"
4098,008247.jpg,"(array([ 15,   7, 329, 492]), 19)"
4099,008249.jpg,"(array([ 97,  31, 211, 464]), 4)"
4100,008255.jpg,"(array([223,  40, 421, 213]), 2)"
4101,008256.jpg,"(array([ 72,  33, 416, 357]), 13)"
4102,008257.jpg,"(array([ 52,  18, 298, 399]), 11)"
4103,008259.jpg,"(array([138, 230, 355, 451]), 13)"
4104,008264.jpg,"(array([ 83,  32, 341, 478]), 6)"
4105,008265.jpg,"(array([ 35,   3, 371, 492]), 15)"
4106,008266.jpg,"(array([ 97,   7, 290, 425]), 19)"
4107,008267.jpg,"(array([156, 187, 372, 348]), 8)"
4108,008270.jpg,"(array([  6,  20, 426, 488]), 7)"
4109,008271.jpg,"(array([134, 205, 319, 264]), 16)"
4110,008273.jpg,"(array([302,  32, 499, 364]), 14)"
4111,008274.jpg,"(array([ 21, 239, 254, 473]), 20)"
4112,008276.jpg,"(array([ 65,  99, 374, 498]), 15)"
4113,008277.jpg,"(array([ 38,   0, 299, 247]), 15)"
4114,008278.jpg,"(array([ 88,  91, 290, 231]), 4)"
4115,008283.jpg,"(array([ 95,  81, 249, 416]), 7)"
4116,008286.jpg,"(array([295, 221, 420, 458]), 18)"
4117,008287.jpg,"(array([ 52, 166, 374, 499]), 15)"
4118,008288.jpg,"(array([ 64,  14, 374, 297]), 15)"
4119,008289.jpg,"(array([ 83,   0, 374, 422]), 7)"
4120,008290.jpg,"(array([ 33, 102, 243, 369]), 7)"
4121,008291.jpg,"(array([  0, 132, 165, 396]), 20)"
4122,008298.jpg,"(array([ 83,  83, 263, 355]), 13)"
4123,008303.jpg,"(array([ 83,  58, 328, 401]), 13)"
4124,008304.jpg,"(array([122,   1, 485, 251]), 10)"
4125,008305.jpg,"(array([ 94, 139, 244, 438]), 3)"
4126,008308.jpg,"(array([161, 103, 220, 374]), 19)"
4127,008309.jpg,"(array([ 70,  63, 374, 499]), 18)"
4128,008314.jpg,"(array([105, 161, 308, 452]), 13)"
4129,008321.jpg,"(array([ 27,   1, 499, 325]), 15)"
4130,008324.jpg,"(array([183,  28, 272, 162]), 7)"
4131,008325.jpg,"(array([133,   1, 374, 499]), 18)"
4132,008328.jpg,"(array([163, 136, 427, 249]), 12)"
4133,008330.jpg,"(array([275,   0, 463,  53]), 5)"
4134,008331.jpg,"(array([ 87,  88, 305, 366]), 19)"
4135,008333.jpg,"(array([  3, 110, 283, 363]), 17)"
4136,008334.jpg,"(array([ 81, 153, 187, 288]), 17)"
4137,008337.jpg,"(array([ 33,   0, 367, 499]), 6)"
4138,008339.jpg,"(array([149,  72, 238, 349]), 19)"
4139,008340.jpg,"(array([  0,   0, 373, 452]), 12)"
4140,008343.jpg,"(array([122,  12, 499, 333]), 17)"
4141,008344.jpg,"(array([202, 341, 267, 409]), 17)"
4142,008347.jpg,"(array([168,   0, 305, 204]), 18)"
4143,008348.jpg,"(array([ 40, 138, 217, 321]), 3)"
4144,008350.jpg,"(array([131, 162, 375, 229]), 15)"
4145,008352.jpg,"(array([ 35,  65, 230, 468]), 1)"
4146,008353.jpg,"(array([113, 150, 187, 336]), 7)"
4147,008354.jpg,"(array([ 84,  74, 268, 356]), 13)"
4148,008356.jpg,"(array([ 13, 134, 261, 433]), 12)"
4149,008357.jpg,"(array([ 70,  64, 213, 419]), 6)"
4150,008358.jpg,"(array([ 28, 115, 281, 347]), 10)"
4151,008361.jpg,"(array([  0, 215, 272, 499]), 8)"
4152,008362.jpg,"(array([ 34,  34, 333, 346]), 15)"
4153,008363.jpg,"(array([109, 139, 374, 499]), 7)"
4154,008366.jpg,"(array([ 14,  46, 355, 454]), 6)"
4155,008367.jpg,"(array([ 25, 119, 285, 219]), 15)"
4156,008369.jpg,"(array([195, 319, 233, 363]), 15)"
4157,008371.jpg,"(array([ 40,   2, 285, 419]), 3)"
4158,008373.jpg,"(array([117, 142, 164, 223]), 4)"
4159,008375.jpg,"(array([454, 279, 488, 352]), 7)"
4160,008377.jpg,"(array([  1, 156, 373, 499]), 15)"
4161,008378.jpg,"(array([ 85,  76, 262, 478]), 7)"
4162,008379.jpg,"(array([  2, 326, 307, 456]), 5)"
4163,008380.jpg,"(array([116,   4, 260, 475]), 18)"
4164,008382.jpg,"(array([126,   3, 436, 499]), 11)"
4165,008383.jpg,"(array([ 96,   0, 336, 499]), 7)"
4166,008389.jpg,"(array([  3,  17, 258, 292]), 16)"
4167,008392.jpg,"(array([ 62,   0, 374, 499]), 18)"
4168,008393.jpg,"(array([ 81, 202, 374, 499]), 3)"
4169,008394.jpg,"(array([ 49,  37, 440, 333]), 9)"
4170,008395.jpg,"(array([ 58, 211, 268, 495]), 18)"
4171,008396.jpg,"(array([  1, 204, 343, 499]), 15)"
4172,008399.jpg,"(array([140,  71, 471, 428]), 13)"
4173,008400.jpg,"(array([  0, 178, 374, 451]), 15)"
4174,008401.jpg,"(array([ 92, 252, 246, 399]), 2)"
4175,008402.jpg,"(array([145,  55, 332, 187]), 15)"
4176,008404.jpg,"(array([ 71, 182, 205, 328]), 20)"
4177,008405.jpg,"(array([ 49, 314, 160, 434]), 20)"
4178,008406.jpg,"(array([265, 133, 334, 334]), 6)"
4179,008407.jpg,"(array([130, 145, 374, 349]), 15)"
4180,008408.jpg,"(array([ 67,   5, 365, 493]), 7)"
4181,008411.jpg,"(array([  3,   2, 373, 298]), 15)"
4182,008412.jpg,"(array([131,   0, 208, 357]), 19)"
4183,008414.jpg,"(array([ 74,  67, 335, 471]), 7)"
4184,008417.jpg,"(array([321,  81, 398, 216]), 18)"
4185,008418.jpg,"(array([  1,   4, 371, 333]), 15)"
4186,008419.jpg,"(array([179, 103, 298, 276]), 12)"
4187,008420.jpg,"(array([  1,   0, 355, 499]), 12)"
4188,008421.jpg,"(array([ 66,  99, 229, 396]), 7)"
4189,008428.jpg,"(array([  9, 169, 160, 338]), 20)"
4190,008431.jpg,"(array([165, 266, 297, 411]), 11)"
4191,008432.jpg,"(array([231,  53, 435, 314]), 7)"
4192,008435.jpg,"(array([114, 144, 223, 290]), 19)"
4193,008436.jpg,"(array([ 40, 121, 374, 351]), 15)"
4194,008439.jpg,"(array([  1,   0, 499, 374]), 18)"
4195,008440.jpg,"(array([ 37,  18, 374, 499]), 1)"
4196,008441.jpg,"(array([ 73, 171, 311, 471]), 12)"
4197,008446.jpg,"(array([ 42,  95, 333, 280]), 15)"
4198,008447.jpg,"(array([ 32,  21, 346, 499]), 7)"
4199,008448.jpg,"(array([254, 333, 327, 450]), 6)"
4200,008451.jpg,"(array([ 47, 248, 374, 420]), 15)"
4201,008455.jpg,"(array([237,  65, 423, 266]), 14)"
4202,008457.jpg,"(array([ 42,  53, 168, 159]), 16)"
4203,008458.jpg,"(array([ 67, 234, 374, 393]), 15)"
4204,008459.jpg,"(array([237, 169, 333, 499]), 1)"
4205,008460.jpg,"(array([ 17, 142, 329, 432]), 15)"
4206,008463.jpg,"(array([131,  26, 374, 227]), 15)"
4207,008464.jpg,"(array([293, 308, 324, 357]), 7)"
4208,008469.jpg,"(array([  0, 223, 374, 499]), 15)"
4209,008471.jpg,"(array([154, 297, 265, 402]), 20)"
4210,008473.jpg,"(array([  9,   1, 353, 396]), 19)"
4211,008474.jpg,"(array([107,   0, 499, 267]), 9)"
4212,008476.jpg,"(array([343,  40, 448, 175]), 13)"
4213,008479.jpg,"(array([101, 134, 270, 400]), 7)"
4214,008480.jpg,"(array([135,  78, 499, 180]), 15)"
4215,008481.jpg,"(array([ 64, 144, 294, 370]), 9)"
4216,008486.jpg,"(array([308,   0, 499, 137]), 18)"
4217,008487.jpg,"(array([  0,  15, 373, 486]), 15)"
4218,008488.jpg,"(array([ 92, 217, 219, 352]), 6)"
4219,008489.jpg,"(array([ 21,  88, 373, 237]), 12)"
4220,008490.jpg,"(array([239,  69, 410, 280]), 11)"
4221,008491.jpg,"(array([134, 127, 276, 174]), 15)"
4222,008493.jpg,"(array([ 32, 107, 180, 341]), 12)"
4223,008496.jpg,"(array([107, 163, 454, 281]), 15)"
4224,008497.jpg,"(array([  0,  69, 293, 487]), 8)"
4225,008500.jpg,"(array([ 41,   0, 196, 423]), 19)"
4226,008501.jpg,"(array([300, 191, 343, 209]), 15)"
4227,008504.jpg,"(array([153, 150, 234, 306]), 7)"
